	9.1	9.2	8	7	6	5	4	P	3	2	1	N
Candidatus Thiodiazotropha	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Thiosymbion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Candidatus Turbabacter	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Udaeobacter	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Xenohaliotis	0.0	0.0	2.0	2.0	0.0	5.0	0.0	0.0	4.0	1.0	0.0	0.0
Candidatus Xiphinematobacter	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidimonas	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Caproiciproducens	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
Carboxylicivirga	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Carnobacterium	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0
Caryophanon	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
Castellaniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Catellicoccus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Catenibacterium	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Catenisphaera	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caulobacter	1.0	2.0	159.0	2484.0	1.0	110.0	267.0	2.0	117.0	532.0	92.0	0.0
Cavicella	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Cedecea	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0
Cellulosilyticum	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Cellvibrio	2.0	1.0	14.0	92.0	0.0	7.0	34.0	0.0	15.0	43.0	28.0	0.0
Cephaloticoccus	0.0	2.0	5.0	118.0	0.0	15.0	14.0	0.0	0.0	22.0	2.0	0.0
Cerasicoccus	0.0	0.0	3.0	36.0	0.0	27.0	20.0	0.0	2.0	24.0	2.0	0.0
Cereibacter	0.0	1.0	50.0	414.0	0.0	8.0	73.0	1.0	25.0	197.0	16.0	0.0
Cetobacterium	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	2.0	0.0
Chamaesiphon PCC-7430	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Chelativorans	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chelatococcus	0.0	0.0	9.0	19.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
Chiayiivirga	0.0	0.0	7.0	0.0	0.0	1.0	2.0	0.0	2.0	4.0	0.0	0.0
Chitinibacter	1.0	0.0	3.0	37.0	0.0	0.0	11.0	0.0	4.0	2.0	1.0	0.0
Chitinilyticum	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Chitinimonas	0.0	0.0	0.0	29.0	0.0	1.0	0.0	0.0	8.0	35.0	2.0	0.0
Chitiniphilus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinivorax	1.0	0.0	1.0	25.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinophaga	0.0	0.0	0.0	1.0	0.0	4.0	3.0	0.0	2.0	14.0	1.0	0.0
Christensenellaceae R-7 group	5.0	5.0	241.0	73.0	1.0	40.0	53.0	1.0	72.0	369.0	57.0	0.0
Chromatium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	2.0	10.0	0.0
Chromobacterium	0.0	0.0	0.0	17.0	0.0	2.0	2.0	0.0	0.0	5.0	2.0	0.0
Chryseobacterium	0.0	0.0	3.0	0.0	0.0	7.0	3.0	0.0	6.0	1.0	6.0	0.0
Chryseoglobus	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseolinea	0.0	0.0	5.0	3.0	0.0	17.0	4.0	0.0	1.0	13.0	1.0	0.0
Chthoniobacter	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthonobacter	0.0	0.0	5.0	49.0	0.0	3.0	4.0	0.0	2.0	40.0	0.0	0.0
Chujaibacter	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ciceribacter	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citreitalea	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Citricoccus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Citrobacter	8.0	4.0	122.0	130.0	0.0	11.0	49.0	1014.0	19.0	68.0	91.0	0.0
Cloacibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Cloacibacterium	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	1.0	0.0
Clostridium sensu stricto 1	5.0	6.0	329.0	125.0	1.0	72.0	90.0	1.0	83.0	93.0	76.0	0.0
Clostridium sensu stricto 11	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 12	2.0	0.0	10.0	8.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 13	0.0	0.0	10.0	52.0	0.0	14.0	18.0	0.0	8.0	1.0	12.0	0.0
Clostridium sensu stricto 19	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Clostridium sensu stricto 5	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Clostridium sensu stricto 6	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
Clostridium sensu stricto 8	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0
Clostridium sensu stricto 9	0.0	0.0	8.0	5.0	0.0	3.0	5.0	0.0	6.0	0.0	3.0	0.0
Cm1-21	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cohaesibacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Cohnella	0.0	0.0	2.0	4.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	0.0
Collimonas	0.0	0.0	2.0	11.0	0.0	3.0	1.0	0.0	3.0	8.0	4.0	0.0
Collinsella	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	2.0	0.0
Comamonas	30.0	20.0	472.0	134.0	2.0	120.0	237.0	0.0	116.0	869.0	120.0	0.0
Conexibacter	0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	0.0	0.0
Confluentibacter	0.0	0.0	2.0	2.0	0.0	7.0	1.0	0.0	3.0	0.0	5.0	0.0
Constrictibacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Conyzicola	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
Coprobacter	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
Coprococcus 1	0.0	0.0	7.0	5.0	0.0	0.0	1.0	0.0	10.0	9.0	2.0	0.0
Coprococcus 2	3.0	1.0	34.0	4.0	0.0	1.0	9.0	0.0	26.0	63.0	24.0	0.0
Coprococcus 3	1.0	0.0	19.0	8.0	0.0	1.0	2.0	0.0	5.0	0.0	5.0	0.0
Coraliomargarita	0.0	0.0	1.0	3.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0
Corynebacterium 1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Coxiella	3.0	1.0	42.0	334.0	0.0	9.0	29.0	0.0	14.0	13.0	19.0	0.0
Crenobacter	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Crenothrix	0.0	0.0	6.0	6.0	0.0	0.0	6.0	0.0	0.0	8.0	0.0	0.0
Crocinitomix	0.0	0.0	0.0	0.0	0.0	4.0	3.0	1.0	0.0	0.0	1.0	0.0
Cronobacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	48.0	0.0	1.0	1.0	0.0
Cryobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Cryptanaerobacter	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0
Cuneatibacter	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cupriavidus	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0
Curvibacter	12.0	46.0	155.0	102.0	1.0	72.0	127.0	1.0	99.0	224.0	105.0	0.0
Cyanobium PCC-6307	0.0	0.0	6.0	0.0	0.0	6.0	1.0	0.0	5.0	4.0	4.0	0.0
Cylindrospermum PCC-7417	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0
Cystobacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytophaga	1.0	1.0	14.0	18.0	0.0	34.0	35.0	1.0	51.0	36.0	50.0	0.0
DMER64	1.0	1.0	23.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0
DSSD61	2.0	0.0	3.0	4.0	0.0	1.0	1.0	0.0	0.0	25.0	6.0	0.0
DSSF69	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTU089	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dechlorobacter	0.0	0.0	38.0	46.0	0.0	1.0	0.0	1.0	1.0	6.0	4.0	0.0
Dechloromonas	35.0	12.0	4442.0	3689.0	3.0	131.0	113.0	1.0	104.0	406.0	170.0	0.0
Dechlorosoma	0.0	0.0	10.0	11.0	0.0	1.0	2.0	0.0	1.0	1.0	5.0	0.0
Deefgea	3.0	2.0	15.0	916.0	1.0	36.0	95.0	1.0	43.0	110.0	32.0	0.0
Defluviicoccus	0.0	0.0	9.0	20.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0
Defluviimonas	1.0	0.0	163.0	417.0	1.0	19.0	45.0	0.0	2.0	98.0	5.0	0.0
Defluviitaleaceae UCG-011	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	2.0	4.0	0.0	0.0
Deinobacterium	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deinococcus	1.0	1.0	52.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0	1.0	0.0
Delftia	2.0	8.0	35.0	11.0	0.0	11.0	22.0	0.0	17.0	19.0	9.0	0.0
Demequina	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0	1.0	0.0
Denitratisoma	22.0	16.0	263.0	308.0	0.0	330.0	234.0	0.0	23.0	855.0	56.0	0.0
Desulfatiglans	3.0	0.0	13.0	138.0	1.0	8.0	5.0	1.0	1.0	21.0	1.0	0.0
Desulfatirhabdium	0.0	0.0	11.0	25.0	0.0	4.0	5.0	0.0	3.0	17.0	0.0	0.0
Desulfatitalea	0.0	0.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacca	7.0	1.0	34.0	179.0	0.0	10.0	10.0	1.0	3.0	79.0	0.0	0.0
Desulfobacter	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	5.0	0.0
Desulfobacterium	0.0	0.0	3.0	7.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0
Desulfobulbus	1.0	0.0	1.0	2.0	0.0	6.0	3.0	0.0	0.0	7.0	0.0	0.0
Desulfocapsa	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfococcus	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfomicrobium	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Desulfomonile	0.0	0.0	9.0	41.0	0.0	2.0	10.0	0.0	1.0	29.0	0.0	0.0
Desulfonema	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfoprunum	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulforegula	0.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Desulforhabdus	0.0	1.0	0.0	13.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
Desulforhopalus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0
Desulfosarcina	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Desulfosporosinus	1.0	0.0	4.0	1.0	0.0	0.0	4.0	0.0	1.0	12.0	1.0	0.0
Desulfovermiculus	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovibrio	1.0	0.0	8.0	36.0	0.0	1.0	1.0	2.0	1.0	20.0	5.0	0.0
Desulfovirga	0.0	0.0	0.0	39.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0
Desulfurispora	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Desulfurivibrio	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfuromonas	1.0	0.0	12.0	203.0	0.0	21.0	19.0	1.0	4.0	32.0	5.0	0.0
Devosia	10.0	3.0	329.0	1757.0	3.0	68.0	191.0	1.0	95.0	616.0	56.0	0.0
Dialister	0.0	0.0	15.0	11.0	0.0	2.0	3.0	0.0	9.0	27.0	10.0	0.0
Diaminobutyricimonas	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0
Diaphorobacter	3.0	2.0	28.0	7.0	1.0	8.0	8.0	0.0	15.0	78.0	11.0	0.0
Dickeya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Dietzia	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dinghuibacter	7.0	10.0	149.0	104.0	0.0	306.0	256.0	1.0	136.0	123.0	236.0	0.0
Diplorickettsia	0.0	0.0	3.0	57.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0
Diplosphaera	0.0	0.0	3.0	18.0	0.0	4.0	11.0	0.0	5.0	8.0	1.0	0.0
Dissulfurimicrobium	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dokdonella	8.0	1.0	925.0	61.0	2.0	59.0	67.0	0.0	12.0	428.0	16.0	0.0
Domibacillus	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dongia	0.0	0.0	44.0	220.0	0.0	10.0	9.0	0.0	8.0	46.0	3.0	0.0
Dorea	2.0	0.0	69.0	14.0	0.0	8.0	9.0	0.0	16.0	58.0	27.0	0.0
Draconibacterium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Duganella	25.0	3.0	106.0	219.0	1.0	290.0	394.0	2.0	414.0	1092.0	586.0	0.0
Dyadobacter	0.0	0.0	4.0	0.0	0.0	5.0	3.0	0.0	9.0	2.0	3.0	0.0
Dyella	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
Dysgonomonas	0.0	0.0	1.0	2.0	0.0	7.0	1.0	0.0	1.0	0.0	3.0	0.0
Ectothiorhodosinus	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ectothiorhodospira	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Edwardsiella	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	1.0	0.0
Eggerthella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0
Eikenella	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eisenbergiella	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Ekhidna	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Elev-16S-1166	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ellin6055	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ellin6067	12.0	2.0	327.0	226.0	0.0	191.0	137.0	0.0	30.0	851.0	45.0	0.0
Elstera	1.0	0.0	0.0	23.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	0.0
Elusimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Emticicia	2.0	0.0	4.0	13.0	0.0	17.0	2.0	0.0	21.0	8.0	17.0	0.0
Endothiovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Endozoicomonas	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enhydrobacter	1.0	0.0	3.0	11.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Ensifer	0.0	0.0	0.0	6.0	0.0	0.0	3.0	0.0	1.0	10.0	0.0	0.0
Enterobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0
Enterobacter	3.0	1.0	46.0	64.0	0.0	6.0	37.0	628.0	14.0	79.0	45.0	1.0
Enterococcus	0.0	2.0	31.0	14.0	4.0	5.0	6.0	17744.0	5.0	9.0	11.0	2.0
Enterorhabdus	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0
Epulopiscium	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
Ercella	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erwinia	11.0	0.0	33.0	116.0	1.0	20.0	71.0	13.0	20.0	160.0	116.0	0.0
Erysipelatoclostridium	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0
Erysipelothrix	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Erysipelotrichaceae UCG-003	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
Erysipelotrichaceae UCG-004	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Erythrobacter	0.0	0.0	12.0	196.0	0.0	8.0	12.0	0.0	7.0	31.0	7.0	0.0
Escherichia-Shigella	22.0	20.0	218.0	354.0	44.0	21.0	102.0	115157.0	70.0	322.0	244.0	10.0
Ethanoligenens	2.0	0.0	151.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacterium	0.0	0.0	2.0	3.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0
Exiguobacterium	0.0	1.0	4.0	1.0	0.0	2.0	4.0	41.0	0.0	12.0	3.0	0.0
FFCH5858	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FS142-36B-02	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Facklamia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Faecalibacterium	18.0	2.0	230.0	899.0	1.0	99.0	210.0	2.0	217.0	1113.0	225.0	0.0
Faecalitalea	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Falsirhodobacter	2.0	0.0	0.0	56.0	0.0	0.0	3.0	0.0	1.0	5.0	1.0	0.0
Family XIII AD3011 group	1.0	0.0	5.0	5.0	0.0	1.0	0.0	0.0	3.0	10.0	3.0	0.0
Family XIII UCG-001	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
Fastidiosipila	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Fermentimonas	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferribacterium	61.0	3.0	7484.0	1265.0	0.0	13.0	16.0	6.0	20.0	36.0	22.0	0.0
Ferritrophicum	9.0	1.0	25.0	57.0	0.0	46.0	30.0	0.0	23.0	184.0	43.0	0.0
Ferrovibrio	0.0	0.0	1.0	13.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Ferrovum	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Ferruginibacter	21.0	8.0	934.0	89.0	0.0	134.0	120.0	0.0	36.0	85.0	50.0	0.0
Fibrobacter	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	8.0	3.0	1.0	0.0
Fictibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0
Filobacterium	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Filomicrobium	0.0	0.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fimbriiglobus	0.0	1.0	45.0	16.0	0.0	2.0	16.0	0.0	2.0	47.0	2.0	0.0
Finegoldia	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavihumibacter	4.0	0.0	30.0	10.0	0.0	34.0	21.0	0.0	1.0	31.0	0.0	0.0
Flaviramulus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavisolibacter	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	1.0	6.0	0.0	0.0
Flavitalea	0.0	0.0	5.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavobacterium	244.0	108.0	1762.0	2435.0	13.0	3718.0	5961.0	15.0	7428.0	1866.0	6111.0	8.0
Flavonifractor	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
Flectobacillus	1.0	1.0	6.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0
Flexithrix	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fluviicoccus	1.0	0.0	0.0	32.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	0.0
Fluviicola	21.0	7.0	369.0	622.0	2.0	761.0	712.0	1.0	1352.0	414.0	984.0	1.0
Fluviimonas	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	2.0	0.0	1.0	0.0
Fodinicola	1.0	1.0	65.0	5.0	0.0	3.0	13.0	0.0	1.0	43.0	6.0	0.0
Fonticella	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fontimonas	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Formivibrio	0.0	0.0	12.0	109.0	0.0	1.0	10.0	0.0	1.0	12.0	6.0	0.0
Fournierella	0.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	3.0	0.0	3.0	0.0
Francisella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Franconibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
Friedmanniella	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Frigidibacter	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Frigoribacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Frondihabitans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
Fuerstia	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FukuN18 freshwater group	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FukuN57	1.0	0.0	4.0	33.0	0.0	1.0	7.0	0.0	0.0	10.0	0.0	0.0
Fulvivirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Fusibacter	5.0	0.0	81.0	8.0	0.0	21.0	9.0	0.0	20.0	5.0	6.0	0.0
Fusicatenibacter	8.0	0.0	113.0	21.0	0.0	14.0	25.0	0.0	39.0	73.0	25.0	1.0
Fusobacterium	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
GCA-900066225	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
GCA-900066575	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	12.0	0.0	0.0
GKS98 freshwater group	20.0	8.0	672.0	662.0	1.0	647.0	257.0	1.0	499.0	2205.0	1253.0	1.0
GOUTA6	2.0	0.0	6.0	27.0	0.0	25.0	11.0	0.0	10.0	90.0	15.0	0.0
GOUTB8	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
GWE2-31-10	0.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Gaetbulibacter	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gaiella	1.0	0.0	11.0	1.0	0.0	3.0	5.0	0.0	3.0	68.0	1.0	0.0
Galbitalea	0.0	0.0	8.0	1.0	0.0	0.0	7.0	0.0	2.0	8.0	1.0	0.0
Gallicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Gallionella	20.0	4.0	62.0	262.0	0.0	135.0	149.0	0.0	108.0	318.0	131.0	0.0
Geitlerinema LD9	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Geitlerinema PCC-7105	0.0	0.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminicoccus	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminocystis PCC-6308	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
