	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv
Defluviicoccus	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0
Defluviimonas	1.0	0.0	5.0	13.0	8.0	0.0	10.0	7.0	5.0	1.0	2.0	8.0	58.0	36.0	0.0	0.0	0.0	0.0
Defluviitaleaceae UCG-011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Deinobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deinococcus	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
Delftia	3.0	9.0	0.0	3.0	10.0	4.0	7.0	42.0	6.0	14.0	1.0	0.0	5.0	11.0	0.0	0.0	0.0	0.0
Demequina	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Denitratisoma	17.0	19.0	18.0	120.0	6.0	8.0	46.0	20.0	113.0	21.0	12.0	16.0	60.0	64.0	4.0	0.0	0.0	0.0
Desulfatiglans	0.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	32.0	1.0	0.0	0.0	0.0	0.0
Desulfatirhabdium	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0
Desulfobacca	0.0	2.0	0.0	17.0	0.0	0.0	0.0	9.0	3.0	1.0	2.0	1.0	27.0	5.0	1.0	0.0	0.0	0.0
Desulfobacter	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Desulfobulbus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfomonile	0.0	1.0	0.0	6.0	0.0	0.0	2.0	6.0	0.0	1.0	2.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0
Desulforhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Desulfosporosinus	0.0	2.0	0.0	3.0	0.0	0.0	0.0	14.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovibrio	0.0	1.0	0.0	1.0	0.0	0.0	0.0	8.0	0.0	2.0	1.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0
Desulfovirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Desulfuromonas	1.0	1.0	0.0	3.0	0.0	0.0	3.0	5.0	1.0	2.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0
Devosia	15.0	20.0	51.0	93.0	72.0	18.0	36.0	85.0	28.0	29.0	46.0	32.0	317.0	68.0	29.0	0.0	0.0	0.0
Dialister	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Diaminobutyricimonas	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Diaphorobacter	3.0	0.0	0.0	11.0	0.0	8.0	1.0	2.0	4.0	4.0	4.0	0.0	1.0	9.0	1.0	0.0	0.0	0.0
Dickeya	0.0	32.0	0.0	0.0	1.0	0.0	0.0	20.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Dinghuibacter	71.0	14.0	7.0	14.0	13.0	39.0	50.0	52.0	99.0	182.0	392.0	76.0	26.0	29.0	348.0	0.0	0.0	0.0
Diplorickettsia	0.0	3.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	5.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Diplosphaera	0.0	1.0	0.0	6.0	0.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Dissulfurimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dokdonella	3.0	0.0	0.0	51.0	0.0	3.0	13.0	0.0	15.0	0.0	0.0	0.0	13.0	208.0	14.0	0.0	0.0	0.0
Domibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dongia	0.0	1.0	7.0	5.0	18.0	1.0	3.0	2.0	4.0	3.0	3.0	0.0	37.0	15.0	0.0	0.0	0.0	0.0
Dorea	7.0	0.0	0.0	8.0	1.0	4.0	1.0	0.0	4.0	1.0	2.0	0.0	1.0	19.0	0.0	0.0	0.0	0.0
Duganella	184.0	33.0	29.0	147.0	35.0	132.0	93.0	185.0	110.0	36.0	13.0	6.0	48.0	19.0	8.0	0.0	1.0	0.0
Dyadobacter	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dyella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Edwardsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
Eggerthella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ekhidna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elev-16S-1166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ellin6067	7.0	32.0	26.0	121.0	21.0	6.0	38.0	58.0	63.0	35.0	46.0	23.0	43.0	60.0	6.0	0.0	0.0	0.0
Elstera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Emticicia	5.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	4.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Enhydrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Ensifer	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Enterobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterobacter	12.0	10.0	23.0	11.0	1.0	2.0	4.0	8.0	1.0	1.0	6.0	0.0	13.0	7.0	4.0	58.0	46.0	33.0
Enterococcus	3.0	6.0	10.0	1.0	0.0	4.0	0.0	12.0	1.0	4.0	9.0	15.0	4.0	9.0	6.0	1787.0	1761.0	1974.0
Epulopiscium	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erwinia	29.0	14.0	37.0	28.0	3.0	6.0	17.0	17.0	13.0	0.0	1.0	0.0	25.0	8.0	0.0	0.0	1.0	0.0
Erysipelotrichaceae UCG-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erythrobacter	2.0	0.0	6.0	4.0	3.0	3.0	0.0	4.0	2.0	0.0	0.0	10.0	28.0	2.0	0.0	0.0	0.0	0.0
Escherichia-Shigella	53.0	29.0	35.0	46.0	15.0	17.0	25.0	16.0	7.0	14.0	13.0	19.0	66.0	53.0	12.0	11744.0	11788.0	10945.0
Ethanoligenens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0
Eubacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Exiguobacterium	0.0	2.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	1.0	3.0	4.0	0.0	0.0	0.0	6.0	12.0	2.0
FFCH5858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium	50.0	3.0	8.0	141.0	8.0	58.0	44.0	6.0	41.0	4.0	8.0	0.0	180.0	55.0	14.0	0.0	0.0	0.0
Falsirhodobacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
Family XIII AD3011 group	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferribacterium	9.0	1.0	8.0	6.0	0.0	2.0	3.0	5.0	4.0	1.0	0.0	2.0	225.0	1565.0	6.0	1.0	0.0	0.0
Ferritrophicum	15.0	5.0	0.0	38.0	4.0	9.0	6.0	7.0	21.0	6.0	3.0	0.0	12.0	9.0	0.0	0.0	0.0	0.0
Ferrovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Ferrovum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferruginibacter	23.0	5.0	0.0	13.0	4.0	4.0	29.0	2.0	59.0	5.0	13.0	17.0	20.0	212.0	4.0	0.0	0.0	0.0
Fibrobacter	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fictibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fimbriiglobus	0.0	2.0	0.0	7.0	6.0	0.0	3.0	10.0	0.0	2.0	3.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0
Flavihumibacter	0.0	1.0	0.0	5.0	0.0	0.0	8.0	2.0	12.0	1.0	1.0	0.0	3.0	12.0	0.0	0.0	0.0	0.0
Flavisolibacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavitalea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavobacterium	1556.0	860.0	879.0	270.0	1191.0	1897.0	1308.0	330.0	1478.0	298.0	263.0	135.0	440.0	376.0	363.0	1.0	2.0	3.0
Flavonifractor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Flectobacillus	0.0	2.0	15.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	5.0	8.0	0.0	3.0	1.0	0.0	0.0	0.0
Flexibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flexithrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fluviicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Fluviicola	270.0	227.0	196.0	47.0	415.0	360.0	153.0	95.0	302.0	128.0	90.0	32.0	116.0	72.0	253.0	0.0	0.0	0.0
Fluviimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fodinicola	1.0	2.0	4.0	10.0	9.0	0.0	3.0	6.0	0.0	5.0	2.0	0.0	0.0	16.0	90.0	0.0	0.0	0.0
Fodinicurvata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fonticella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fontimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Formivibrio	1.0	2.0	7.0	1.0	2.0	0.0	1.0	11.0	0.0	2.0	1.0	0.0	18.0	2.0	0.0	0.0	0.0	0.0
Fournierella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Francisella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Franconibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
Frondihabitans	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FukuN57	0.0	1.0	4.0	1.0	2.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Fusibacter	0.0	1.0	0.0	0.0	2.0	3.0	4.0	1.0	13.0	2.0	3.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
Fusicatenibacter	4.0	0.0	0.0	10.0	2.0	8.0	5.0	0.0	5.0	2.0	2.0	0.0	4.0	26.0	0.0	0.0	0.0	0.0
Fusobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA-900066225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA-900066575	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GKS98 freshwater group	335.0	95.0	352.0	303.0	59.0	146.0	65.0	238.0	237.0	312.0	368.0	192.0	124.0	136.0	693.0	0.0	1.0	0.0
GOUTA6	3.0	5.0	4.0	22.0	6.0	4.0	2.0	10.0	6.0	7.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
GOUTB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GWE2-31-10	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gaiella	0.0	2.0	3.0	9.0	7.0	0.0	3.0	5.0	0.0	3.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Galbitalea	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallionella	35.0	13.0	8.0	42.0	8.0	36.0	28.0	30.0	52.0	38.0	12.0	0.0	45.0	13.0	1.0	0.0	0.0	0.0
Garciella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geitlerinema PCC-7105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Geminicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminocystis PCC-6308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemmata	0.0	3.0	3.0	23.0	2.0	0.0	2.0	9.0	3.0	5.0	7.0	7.0	1.0	5.0	4.0	0.0	0.0	0.0
Gemmatimonas	3.0	3.0	0.0	10.0	4.0	1.0	4.0	37.0	8.0	36.0	99.0	7.0	56.0	15.0	133.0	0.0	0.0	0.0
Gemmobacter	23.0	3.0	36.0	80.0	18.0	16.0	44.0	13.0	6.0	1.0	8.0	44.0	135.0	17.0	6.0	0.0	0.0	0.0
Geobacter	6.0	5.0	0.0	11.0	1.0	4.0	6.0	8.0	10.0	4.0	11.0	1.0	133.0	17.0	0.0	0.0	0.0	0.0
Georgfuchsia	1.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Geothermobacter	0.0	1.0	0.0	8.0	1.0	0.0	4.0	2.0	4.0	4.0	7.0	0.0	27.0	6.0	0.0	0.0	0.0	0.0
Geothrix	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	3.0	1.0	0.0	0.0	0.0	0.0
Gibbsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Giesbergeria	3.0	1.0	1.0	4.0	3.0	2.0	5.0	7.0	4.0	6.0	1.0	0.0	4.0	7.0	0.0	0.0	0.0	0.0
Gilliamella	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glaciimonas	3.0	1.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gordonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gottschalkia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gracilibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Granulicatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	23.0	14.0
Gulbenkiania	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Haematobacter	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Haematospirillum	0.0	2.0	0.0	0.0	15.0	0.0	0.0	40.0	0.0	10.0	10.0	0.0	7.0	0.0	18.0	0.0	0.0	0.0
Haemophilus	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Hafnia-Obesumbacterium	1.0	7.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Hahella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Haliangium	10.0	40.0	19.0	258.0	29.0	28.0	55.0	218.0	90.0	56.0	48.0	36.0	89.0	1480.0	14.0	0.0	0.0	0.0
Halioglobus	0.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0
Haliscomenobacter	0.0	0.0	0.0	5.0	0.0	1.0	15.0	0.0	2.0	1.0	0.0	4.0	1.0	305.0	1.0	0.0	0.0	0.0
Halobacteriovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halomonas	5.0	1.0	4.0	6.0	0.0	2.0	4.0	11.0	5.0	1.0	0.0	0.0	185.0	30.0	1.0	0.0	0.0	0.0
Halovulum	0.0	0.0	0.0	2.0	4.0	0.0	0.0	5.0	0.0	0.0	3.0	3.0	10.0	2.0	0.0	0.0	0.0	0.0
Hansschlegelia	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HdN1	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Helicobacter	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herbaspirillum	3.0	4.0	0.0	2.0	0.0	2.0	4.0	0.0	1.0	4.0	5.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0
Herbinix	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Herminiimonas	13.0	2.0	0.0	12.0	0.0	10.0	10.0	1.0	7.0	1.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0
Herpetosiphon	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrocarboniphaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Hydrogenispora	0.0	1.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenophaga	522.0	161.0	371.0	1140.0	140.0	327.0	340.0	391.0	425.0	286.0	264.0	267.0	283.0	304.0	304.0	1.0	0.0	1.0
Hylemonella	0.0	0.0	0.0	1.0	1.0	0.0	0.0	17.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hyphomicrobium	6.0	9.0	48.0	92.0	61.0	5.0	16.0	80.0	10.0	24.0	26.0	25.0	194.0	114.0	34.0	0.0	0.0	0.0
Hypnocyclicus	17.0	1.0	7.0	0.0	0.0	6.0	3.0	0.0	12.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
IMCC26134	15.0	25.0	115.0	45.0	21.0	18.0	68.0	208.0	108.0	128.0	78.0	312.0	103.0	8.0	9.0	0.0	0.0	0.0
IMCC26207	0.0	0.0	3.0	1.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	9.0	4.0	0.0	0.0	0.0
IS-44	2.0	4.0	0.0	20.0	0.0	0.0	3.0	1.0	21.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Iamia	0.0	0.0	3.0	3.0	2.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	12.0	2.0	0.0	0.0	0.0
Ideonella	13.0	18.0	37.0	19.0	18.0	3.0	13.0	69.0	15.0	21.0	13.0	10.0	22.0	54.0	28.0	0.0	0.0	0.0
Ignatzschineria	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0
Ignavibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ilumatobacter	0.0	2.0	12.0	7.0	9.0	0.0	5.0	7.0	3.0	4.0	4.0	10.0	1.0	8.0	4.0	0.0	0.0	0.0
Immundisolibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Inhella	0.0	6.0	0.0	0.0	7.0	0.0	2.0	19.0	2.0	12.0	11.0	6.0	0.0	38.0	4.0	0.0	0.0	0.0
Inquilinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Insolitispirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intestinibacter	1.0	1.0	7.0	1.0	15.0	0.0	0.0	23.0	1.0	20.0	8.0	10.0	0.0	14.0	6.0	0.0	0.0	0.0
Intestinimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Iodobacter	0.0	0.0	4.0	4.0	0.0	4.0	4.0	2.0	2.0	0.0	0.0	0.0	39.0	3.0	0.0	0.0	0.0	0.0
JGI 0001001-H03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Jannaschia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Janthinobacterium	111.0	3.0	13.0	159.0	3.0	62.0	83.0	5.0	84.0	1.0	3.0	3.0	56.0	33.0	0.0	0.0	0.0	0.0
KCM-B-112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kaistia	0.0	0.0	0.0	8.0	4.0	3.0	3.0	5.0	0.0	1.0	1.0	0.0	8.0	3.0	0.0	0.0	0.0	0.0
Kerstersia	1.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0	4.0	5.0	1.0	2.0	0.0	0.0	0.0	0.0
Ketogulonicigenium	0.0	0.0	9.0	9.0	4.0	2.0	11.0	2.0	5.0	3.0	6.0	16.0	38.0	6.0	1.0	0.0	0.0	0.0
Kineosporia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Kingella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kinneretia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
