  3.80	90	90	U	0	unclassified
 96.20	2276	0	-	1	root
 96.20	2276	2	-	131567	  cellular organisms
 96.07	2273	103	D	2	    Bacteria
 57.02	1349	22	P	1224	      Proteobacteria
 26.20	620	23	C	28216	        Betaproteobacteria
 21.26	503	20	O	80840	          Burkholderiales
 14.92	353	45	F	80864	            Comamonadaceae
  5.07	120	0	G	665874	              Limnohabitans
  3.63	86	86	S	1678128	                Limnohabitans sp. 63ED37-2
  1.44	34	34	S	1678129	                Limnohabitans sp. 103DPR2
  2.07	49	5	G	28065	              Rhodoferax
  0.68	16	16	S	192843	                Rhodoferax ferrireducens
  0.55	13	13	S	81479	                Rhodoferax antarcticus
  0.55	13	13	S	1484693	                Rhodoferax saidenbachensis
  0.08	2	2	S	1842727	                Rhodoferax koreense
  1.31	31	1	G	47420	              Hydrogenophaga
  0.51	12	12	S	1842537	                Hydrogenophaga sp. RAC07
  0.38	9	9	S	795665	                Hydrogenophaga sp. PBC
  0.38	9	9	S	1763535	                Hydrogenophaga crassostreae
  0.97	23	13	G	12916	              Acidovorax
  0.34	8	8	S	1842533	                Acidovorax sp. RAC01
  0.04	1	1	S	358220	                Acidovorax sp. KKS102
  0.04	1	1	S	1662456	                Acidovorax sp. NA2
  0.97	23	4	G	34072	              Variovorax
  0.38	9	9	S	436515	                Variovorax boronicumulans
  0.30	7	7	S	1795631	                Variovorax sp. PAMC 28711
  0.08	2	2	S	34073	                Variovorax paradoxus
  0.04	1	1	S	2126319	                Variovorax sp. PMC12
  0.93	22	0	G	52972	              Polaromonas
  0.55	13	13	S	216465	                Polaromonas naphthalenivorans
  0.38	9	9	S	296591	                Polaromonas sp. JS666
  0.55	13	3	-	83494	              unclassified Comamonadaceae
  0.38	9	9	S	1458426	                Comamonadaceae bacterium B1
  0.04	1	1	S	1458425	                Comamonadaceae bacterium A1
  0.38	9	0	G	219181	              Ottowia
  0.21	5	5	S	2109914	                Ottowia sp. KADR8-3
  0.17	4	4	S	1658672	                Ottowia sp. oral taxon 894
  0.21	5	0	G	283	              Comamonas
  0.08	2	2	S	285	                Comamonas testosteroni
  0.08	2	2	S	225992	                Comamonas kerstersii
  0.04	1	1	S	1082851	                Comamonas serinivorans
  0.17	4	0	G	1436289	              Candidatus Symbiobacter
  0.17	4	4	S	1436290	                Candidatus Symbiobacter mobilis
  0.13	3	0	G	352450	              Simplicispira
  0.13	3	3	S	2109915	                Simplicispira sp. SC1-8
  0.13	3	0	G	364316	              Verminephrobacter
  0.13	3	3	S	364317	                Verminephrobacter eiseniae
  0.04	1	0	G	174951	              Ramlibacter
  0.04	1	1	S	94132	                Ramlibacter tataouinensis
  0.04	1	0	G	201096	              Alicycliphilus
  0.04	1	1	S	179636	                Alicycliphilus denitrificans
  0.04	1	1	G	1649468	              Melaminivora
  1.99	47	0	-	119065	            unclassified Burkholderiales
  1.86	44	3	-	224471	              Burkholderiales Genera incertae sedis
  0.42	10	0	G	316612	                Methylibium
  0.42	10	10	S	105560	                  Methylibium petroleiphilum
  0.34	8	0	G	212743	                Rhizobacter
  0.34	8	8	S	946333	                  Rhizobacter gummiphilus
  0.25	6	0	G	88	                Leptothrix
  0.25	6	6	S	34029	                  Leptothrix cholodnii
  0.21	5	0	G	32012	                Thiomonas
  0.21	5	5	S	926	                  Thiomonas intermedia
  0.17	4	0	G	93681	                Roseateles
  0.17	4	4	S	76731	                  Roseateles depolymerans
  0.13	3	0	G	65047	                Mitsuaria
  0.13	3	3	S	1658665	                  Mitsuaria sp. 7
  0.13	3	0	G	318147	                Paucibacter
  0.13	3	3	S	1768242	                  Paucibacter sp. KCTC 42545
  0.08	2	0	G	28067	                Rubrivivax
  0.08	2	2	S	28068	                  Rubrivivax gelatinosus
  0.08	2	2	S	413882	              [Polyangium] brachysporum
  0.04	1	0	-	80841	              unclassified Burkholderiales (miscellaneous)
  0.04	1	1	S	1834205	                Burkholderiales bacterium YL45
  1.73	41	7	F	75682	            Oxalobacteraceae
  0.76	18	0	G	149698	              Massilia
  0.46	11	11	S	2045208	                Massilia sp. B2
  0.25	6	6	S	2072590	                Massilia sp. ZMN-3
  0.04	1	1	S	1678028	                Massilia sp. NR 4-1
  0.34	8	2	G	29580	              Janthinobacterium
  0.17	4	4	S	1236179	                Janthinobacterium sp. B9-8
  0.04	1	1	S	375286	                Janthinobacterium sp. Marseille
  0.04	1	1	S	1938606	                Janthinobacterium sp. LM6
  0.21	5	1	G	963	              Herbaspirillum
  0.08	2	2	S	964	                Herbaspirillum seropedicae
  0.04	1	1	S	92645	                Herbaspirillum frisingense
  0.04	1	1	S	2025949	                Herbaspirillum sp. meg3
  0.13	3	2	G	202907	              Collimonas
  0.04	1	1	S	279113	                Collimonas pratensis
  0.89	21	3	F	506	            Alcaligenaceae
  0.30	7	0	G	1100891	              Paenalcaligenes
  0.30	7	7	S	643674	                Paenalcaligenes hominis
  0.17	4	0	G	90243	              Oligella
  0.17	4	4	S	90245	                Oligella urethralis
  0.08	2	0	G	29574	              Taylorella
  0.04	1	1	S	29575	                Taylorella equigenitalis
  0.04	1	1	S	84590	                Taylorella asinigenitalis
  0.08	2	0	G	1472344	              Basilea
  0.08	2	2	S	1472345	                Basilea psittacipulmonis
  0.04	1	0	G	222	              Achromobacter
  0.04	1	1	S	85698	                Achromobacter xylosoxidans
  0.04	1	1	G	517	              Bordetella
  0.04	1	0	G	290425	              Advenella
  0.04	1	1	S	302406	                Advenella mimigardefordensis
  0.89	21	2	F	119060	            Burkholderiaceae
  0.63	15	1	G	32008	              Burkholderia
  0.25	6	6	S	640510	                Burkholderia sp. CCGE1001
  0.21	5	0	S	111527	                pseudomallei group
  0.13	3	3	S	13373	                  Burkholderia mallei
  0.04	1	1	S	57975	                  Burkholderia thailandensis
  0.04	1	1	S	342113	                  Burkholderia oklahomensis
  0.13	3	0	S	87882	                Burkholderia cepacia complex
  0.08	2	2	S	60552	                  Burkholderia vietnamiensis
  0.04	1	1	S	1503055	                  Burkholderia territorii
  0.04	1	0	G	44013	              Polynucleobacter
  0.04	1	1	S	576611	                Polynucleobacter asymbioticus
  0.04	1	1	G	93217	              Pandoraea
  0.04	1	0	G	106589	              Cupriavidus
  0.04	1	1	S	1389192	                Cupriavidus sp. USMAHM13
  0.04	1	0	G	1822464	              Paraburkholderia
  0.04	1	1	S	1926494	                Paraburkholderia sp. SOS3
  1.44	34	0	O	32003	          Nitrosomonadales
  0.51	12	0	F	32011	            Methylophilaceae
  0.21	5	0	G	359407	              Methylotenera
  0.13	3	3	S	359408	                Methylotenera mobilis
  0.08	2	2	S	1055487	                Methylotenera versatilis
  0.13	3	0	G	16	              Methylophilus
  0.13	3	3	S	1662285	                Methylophilus sp. TWE2
  0.13	3	0	G	1679002	              Candidatus Methylopumilus
  0.13	3	3	S	1581680	                Candidatus Methylopumilus turicensis
  0.04	1	0	G	404	              Methylobacillus
  0.04	1	1	S	405	                Methylobacillus flagellatus
  0.34	8	0	F	90627	            Gallionellaceae
  0.17	4	0	G	314343	              Sideroxydans
  0.17	4	4	S	63745	                Sideroxydans lithotrophicus
  0.08	2	0	G	935200	              Sulfuricella
  0.08	2	2	S	649841	                Sulfuricella denitrificans
  0.08	2	0	G	1778653	              Sulfuriferula
  0.08	2	2	S	1985873	                Sulfuriferula sp. AH1
  0.30	7	0	F	2008793	            Sterolibacteriaceae
  0.25	6	0	G	1054211	              Sulfuritalea
  0.25	6	6	S	748811	                Sulfuritalea hydrogenivorans
  0.04	1	0	G	378210	              Methyloversatilis
  0.04	1	1	S	1842540	                Methyloversatilis sp. RAC08
  0.21	5	0	F	206379	            Nitrosomonadaceae
  0.13	3	0	G	35798	              Nitrosospira
  0.08	2	2	S	1231	                Nitrosospira multiformis
  0.04	1	1	S	1288494	                Nitrosospira lacus
  0.08	2	0	G	914	              Nitrosomonas
  0.08	2	2	S	44577	                Nitrosomonas ureae
  0.08	2	0	F	2008790	            Thiobacillaceae
  0.08	2	0	G	919	              Thiobacillus
  0.08	2	2	S	36861	                Thiobacillus denitrificans
  1.39	33	0	O	206351	          Neisseriales
  1.14	27	0	F	481	            Neisseriaceae
  0.76	18	0	G	59	              Vitreoscilla
  0.42	10	10	S	96942	                Vitreoscilla sp. C1
  0.34	8	8	S	63	                Vitreoscilla filiformis
  0.21	5	0	G	482	              Neisseria
  0.17	4	4	S	487	                Neisseria meningitidis
  0.04	1	1	S	486	                Neisseria lactamica
  0.13	3	0	-	421605	              unclassified Neisseriaceae
  0.13	3	3	S	2052837	                Neisseriaceae bacterium DSM 100970
  0.04	1	0	G	71	              Simonsiella
  0.04	1	1	S	72	                Simonsiella muelleri
  0.25	6	1	F	1499392	            Chromobacteriaceae
  0.08	2	0	G	187	              Aquaspirillum
  0.08	2	2	S	1938604	                Aquaspirillum sp. LM1
  0.08	2	0	G	168470	              Laribacter
  0.08	2	2	S	168471	                Laribacter hongkongensis
  0.04	1	0	-	90153	              Chromobacterium group
  0.04	1	0	G	535	                Chromobacterium
  0.04	1	1	S	2059672	                  Chromobacterium sp. ATCC 53434
  0.80	19	0	O	206389	          Rhodocyclales
  0.55	13	0	F	2008795	            Azonexaceae
  0.55	13	0	G	73029	              Dechloromonas
  0.55	13	13	S	259537	                Dechloromonas aromatica
  0.21	5	1	F	2008794	            Zoogloeaceae
  0.17	4	3	G	12960	              Azoarcus
  0.04	1	1	S	2067960	                Azoarcus sp. SY39
  0.04	1	0	F	75787	            Rhodocyclaceae
  0.04	1	0	-	75788	              unclassified Rhodocyclaceae
  0.04	1	1	S	1898103	                Rhodocyclaceae bacterium
  0.34	8	0	-	119066	          unclassified Betaproteobacteria
  0.08	2	1	G	33055	            Kinetoplastibacterium
  0.04	1	1	S	994692	              Candidatus Kinetoplastibacterium desouzaii
  0.08	2	0	G	327159	            Candidatus Accumulibacter
  0.08	2	2	S	327160	              Candidatus Accumulibacter phosphatis
  0.08	2	0	G	1301080	            Candidatus Nasuia
  0.08	2	2	S	1160784	              Candidatus Nasuia deltocephalinicola
  0.04	1	0	-	33809	            unclassified Betaproteobacteria (miscellaneous)
  0.04	1	1	S	543913	              beta proteobacterium CB
  0.04	1	0	G	189384	            Candidatus Tremblaya
  0.04	1	1	S	189385	              Candidatus Tremblaya princeps
 14.45	342	21	C	1236	        Gammaproteobacteria
  8.50	201	4	O	91347	          Enterobacterales
  5.07	120	13	F	543	            Enterobacteriaceae
  1.73	41	1	G	561	              Escherichia
  1.69	40	40	S	562	                Escherichia coli
  1.52	36	0	G	590	              Salmonella
  1.52	36	36	S	28901	                Salmonella enterica
  0.51	12	0	G	547	              Enterobacter
  0.51	12	0	S	354276	                Enterobacter cloacae complex
  0.30	7	7	S	550	                  Enterobacter cloacae
  0.08	2	2	S	299767	                  Enterobacter ludwigii
  0.04	1	1	S	61645	                  Enterobacter asburiae
  0.04	1	1	S	158836	                  Enterobacter hormaechei
  0.04	1	1	S	1915310	                  Enterobacter cloacae complex sp. ECNIH7
  0.21	5	0	G	544	              Citrobacter
  0.13	3	0	S	1344959	                Citrobacter freundii complex
  0.13	3	3	S	546	                  Citrobacter freundii
  0.08	2	2	S	67825	                Citrobacter rodentium
  0.13	3	0	-	191675	              unclassified Enterobacteriaceae
  0.08	2	0	-	36866	                unclassified Enterobacteriaceae (miscellaneous)
  0.08	2	2	S	693444	                  Enterobacteriaceae bacterium strain FGI 57
  0.04	1	0	-	84563	                ant, tsetse, mealybug, aphid, etc. endosymbionts
  0.04	1	0	-	199891	                  mealybug secondary endosymbionts
  0.04	1	1	S	1835721	                    secondary endosymbiont of Trabutina mannipara
  0.13	3	0	G	1335483	              Shimwellia
  0.13	3	3	S	563	                Shimwellia blattae
  0.08	2	1	G	570	              Klebsiella
  0.04	1	1	S	571	                Klebsiella oxytoca
  0.08	2	0	G	1330546	              Pluralibacter
  0.04	1	1	S	61647	                Pluralibacter gergoviae
  0.04	1	1	S	1334193	                [Enterobacter] lignolyticus
  0.04	1	0	G	620	              Shigella
  0.04	1	1	S	622	                Shigella dysenteriae
  0.04	1	0	G	83654	              Leclercia
  0.04	1	1	S	1920114	                Leclercia sp. LSNIH1
  0.04	1	0	G	1330545	              Lelliottia
  0.04	1	1	S	61646	                Lelliottia amnigena
