	9.1	9.2	8	7	6	5	4	P	3	2	1	N
Chroococcidiopsaceae	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clade III	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiaceae 1	72.0	2.0	34.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0
Clostridiales vadinBB60 group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Competibacteraceae	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Coxiellaceae	6.0	0.0	3.0	0.0	10.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0
Crocinitomicaceae	88.0	8.0	38.0	0.0	53.0	0.0	0.0	2.0	0.0	0.0	323.0	0.0
Cryomorphaceae	5.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0
Cryptosporangiaceae	6.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
Cyanobacteriaceae	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyanobiaceae	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Cyclobacteriaceae	5.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytophagaceae	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Deinococcaceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Dermabacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Desulfarculaceae	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacteraceae	3.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Desulfobulbaceae	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Desulfuromonadaceae	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Devosiaceae	28.0	1.0	12.0	0.0	43.0	0.0	0.0	1.0	0.0	0.0	70.0	0.0
Diplorickettsiaceae	71.0	1.0	53.0	0.0	717.0	0.0	0.0	5.0	0.0	0.0	368.0	0.0
Dongiaceae	10.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
Dysgonomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Eggerthellaceae	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Endomicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Enterobacteriaceae	101.0	10.0	57.0	3.0	88.0	1.0	2.0	98064.0	10.0	1.0	404.0	2.0
Enterococcaceae	20.0	3.0	9.0	0.0	20.0	0.0	0.0	8747.0	0.0	0.0	13.0	0.0
Erysipelotrichaceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacteriaceae	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
Family XI	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Family XII	1.0	0.0	4.0	0.0	14.0	0.0	0.0	21.0	0.0	0.0	6.0	0.0
Family XIII	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
Fibrobacteraceae	4.0	0.0	2.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0
Flavobacteriaceae	272.0	36.0	84.0	0.0	213.0	0.0	0.0	5.0	0.0	0.0	1569.0	0.0
Fusobacteriaceae	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GWF2-44-16	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gaiellaceae	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
Gallionellaceae	4.0	0.0	2.0	0.0	22.0	0.0	0.0	1.0	0.0	0.0	45.0	0.0
Geitlerinemaceae	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminicoccaceae	6.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
Gemmataceae	7.0	0.0	6.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0
Gemmatimonadaceae	21.0	0.0	10.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0
Geobacteraceae	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
Gracilibacteraceae	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Haliangiaceae	66.0	2.0	150.0	0.0	75.0	0.0	0.0	1.0	0.0	0.0	52.0	0.0
Halieaceae	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Halomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
Heliobacteriaceae	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Herpetosiphonaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Holophagaceae	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Holosporaceae	5.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Hydrogenedensaceae	1.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
Hydrogenophilaceae	4.0	0.0	4.0	0.0	16.0	0.0	0.0	1.0	0.0	0.0	19.0	0.0
Hymenobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Hyphomicrobiaceae	58.0	3.0	43.0	0.0	66.0	0.0	0.0	1.0	0.0	0.0	93.0	0.0
Hyphomonadaceae	4.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
Iamiaceae	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
Ilumatobacteraceae	23.0	0.0	5.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0
Inquilinaceae	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intrasporangiaceae	20.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Isosphaeraceae	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
JG30-KF-CM45	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
KD3-10	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kaistiaceae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0
Kineosporiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Kiritimatiellaceae	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LH041	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Labraceae	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae	12.0	0.0	8.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0
Lactobacillaceae	14.0	2.0	20.0	0.0	17.0	0.0	1.0	8145.0	0.0	0.0	14.0	0.0
Legionellaceae	9.0	0.0	6.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0
Lenti-02	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lentimicrobiaceae	11.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Lentisphaeraceae	5.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0
Leptolyngbyaceae	6.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Leptospiraceae	10.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptotrichiaceae	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
Leuconostocaceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LiUU-11-161	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Limnochordaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Listeriaceae	19.0	1.0	21.0	0.0	23.0	1.0	0.0	13486.0	0.0	0.0	10.0	0.0
MWH-CFBk5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Magnetospirillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
Methylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Methyloligellaceae	4.0	0.0	3.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0
Methylomirabilaceae	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Methylomonaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Methylophilaceae	117.0	8.0	128.0	0.0	1220.0	0.0	0.0	20.0	0.0	0.0	1683.0	0.0
Micavibrionaceae	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Microbacteriaceae	178.0	9.0	59.0	0.0	370.0	0.0	0.0	19.0	0.0	0.0	3134.0	0.0
Micromonosporaceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
Micropepsaceae	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
Microscillaceae	18.0	2.0	12.0	0.0	14.0	0.0	0.0	1.0	0.0	0.0	9.0	0.0
Microtrichaceae	16.0	0.0	17.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	10.0	0.0
MidBa8	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mitochondria	19.0	2.0	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Moraxellaceae	9.0	0.0	12.0	0.0	22.0	0.0	0.0	3.0	0.0	0.0	180.0	0.0
Mycobacteriaceae	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasmataceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NS11-12 marine group	4674.0	98.0	2185.0	1.0	3101.0	0.0	0.0	48.0	0.0	0.0	7372.0	4.0
NS9 marine group	27.0	1.0	15.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nannocystaceae	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neisseriaceae	3.0	0.0	7.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
Nitrosomonadaceae	34.0	0.0	50.0	0.0	71.0	0.0	0.0	1.0	0.0	0.0	106.0	0.0
Nitrospiraceae	63.0	0.0	57.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
Nocardiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Nocardioidaceae	8.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
Nostocaceae	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0
Oleiphilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Oligoflexaceae	4.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
Oligosphaeraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Omnitrophaceae	4.0	0.0	1.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
Opitutaceae	51.0	0.0	15.0	0.0	611.0	1.0	0.0	2.0	0.0	0.0	245.0	0.0
Orbaceae	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P3OB-42	3.0	0.0	8.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
PHOS-HE36	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRD18C08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Paenibacillaceae	1.0	0.0	1.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
Paludibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Paracaedibacteraceae	15.0	0.0	15.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0
Parachlamydiaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pasteurellaceae	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pedosphaeraceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptococcaceae	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Peptostreptococcaceae	226.0	1.0	44.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0
Phaselicystidaceae	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phormidesmiaceae	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phormidiaceae	8.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
Phycisphaeraceae	2.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Pirellulaceae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
Piscirickettsiaceae	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Planococcaceae	3.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Pleomorphomonadaceae	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
Polyangiaceae	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Porticoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Prevotellaceae	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
Prolixibacteraceae	15.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
Propionibacteriaceae	3.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
Pseudanabaenaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	27.0	0.0
Pseudohongiellaceae	5.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0
Pseudomonadaceae	13.0	5.0	9.0	0.0	11.0	0.0	0.0	1365.0	0.0	0.0	187.0	0.0
Puniceicoccaceae	9.0	0.0	3.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0
Reyranellaceae	17.0	0.0	10.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
Rhizobiaceae	49.0	4.0	27.0	0.0	141.0	0.0	0.0	3.0	0.0	0.0	152.0	0.0
Rhizobiales Incertae Sedis	98.0	8.0	43.0	0.0	213.0	0.0	0.0	3.0	0.0	0.0	113.0	0.0
Rhodanobacteraceae	69.0	1.0	98.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0
Rhodobacteraceae	2275.0	315.0	617.0	0.0	4373.0	1.0	3.0	53.0	1.0	0.0	2436.0	0.0
Rhodocyclaceae	586.0	15.0	505.0	0.0	318.0	0.0	0.0	8.0	0.0	0.0	556.0	0.0
Rhodomicrobiaceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Rhodopirillaceae	0.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodospirillaceae	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
Rhodothermaceae	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rickettsiaceae	17.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Rikenellaceae	5.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
Roseiflexaceae	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubinisphaeraceae	1.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
Rubritaleaceae	3.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae	14.0	0.0	7.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
SB-5	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SBYX-4944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SBZC-4624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SC-I-84	28.0	2.0	6.0	0.0	178.0	0.0	0.0	0.0	0.0	0.0	198.0	0.0
SHA-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
SM2D12	7.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
Sandaracinaceae	7.0	0.0	6.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
Saprospiraceae	88.0	2.0	155.0	0.0	62.0	0.0	0.0	3.0	0.0	0.0	24.0	0.0
Sneathiellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Solibacteraceae (Subgroup 3)	10.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Solimonadaceae	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
Solirubrobacteraceae	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Sphingobacteriaceae	7.0	1.0	7.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
Sphingomonadaceae	1048.0	52.0	389.0	0.0	1624.0	0.0	0.0	18.0	0.0	0.0	1628.0	0.0
Spirochaetaceae	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
Spirosomaceae	1770.0	78.0	610.0	1.0	1958.0	2.0	1.0	58.0	0.0	0.0	16587.0	4.0
Spongiibacteraceae	2.0	0.0	1.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0
Sporichthyaceae	198.0	12.0	53.0	0.0	115.0	0.0	0.0	2.0	0.0	0.0	685.0	0.0
Staphylococcaceae	25.0	4.0	17.0	0.0	16.0	0.0	0.0	17034.0	0.0	0.0	10.0	0.0
Steroidobacteraceae	15.0	0.0	3.0	0.0	56.0	0.0	0.0	1.0	0.0	0.0	73.0	0.0
Streptococcaceae	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
Streptomycetaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
Succinivibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Sulfuricellaceae	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Sulfurospirillaceae	14.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0
Sulfurovaceae	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Synechococcales Incertae Sedis	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
