readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
f92ddd1e-95a2-4e79-9318-3c2d68ba4b89	unclassified	0	0	0	0	1446	1
3ae7e8af-9b0e-4f20-ab2a-c4f00c407b9b	unclassified	0	0	0	0	1518	1
3ebeb4d2-0c91-45f3-811c-fd9882a9eed4	unclassified	0	0	0	0	1062	1
d2952c68-585b-4210-b98a-c822b6b7cf9c	unclassified	0	0	0	0	1013	1
927f3ee3-136b-4623-8d2b-899c87e34528	unclassified	0	0	0	0	1091	1
a708a6c0-4999-40b7-a5cb-c5770a2c6692	unclassified	0	0	0	0	1420	1
698488c8-f40e-41c5-993e-5231ae85a89a	unclassified	0	0	0	0	1672	1
65f95043-0659-437e-b357-daed81520322	unclassified	0	0	0	0	2747	1
8769812a-2812-41b2-9e66-81215d49a075	unclassified	0	0	0	0	2207	1
8f1d1adc-34b4-4211-ab26-33f1e9220064	unclassified	0	0	0	0	3424	1
5113d5b6-99d1-4558-9fcf-84ca8c69b7e7	unclassified	0	0	0	0	1828	1
ba350386-e862-4b4d-95f7-a34035f6b2dd	unclassified	0	0	0	0	1964	1
08eaa7f2-da5f-4725-a56e-8a1aecfe71a3	unclassified	0	0	0	0	1516	1
ce91eead-d73a-47d6-ab91-f7e334846f27	unclassified	0	0	0	0	3995	1
0cd94a66-cab1-4dc8-921f-abac2ebcef9e	unclassified	0	0	0	0	1203	1
b9eba160-df39-4b07-98bf-849381f9b4fb	unclassified	0	0	0	0	1924	1
b809ad45-8c99-4f41-a28d-ce3b084d5182	unclassified	0	0	0	0	1386	1
66feb7cb-fd74-42c3-95e7-7b4b352214ed	unclassified	0	0	0	0	2991	1
caa3197e-fc6b-4b31-a345-e764f950d330	unclassified	0	0	0	0	1249	1
29817bbb-91ac-41f2-8938-4a8fbeed5b4a	unclassified	0	0	0	0	1348	1
8e6ba217-399a-40ee-986c-e1656c86e38e	unclassified	0	0	0	0	4288	1
c834a765-1472-4246-be9d-a394b1575747	unclassified	0	0	0	0	1352	1
ed2ee479-0991-4adf-8961-07fa7d19bf75	unclassified	0	0	0	0	1452	1
0289b33d-e1d6-4676-ac7c-5e7b09945b36	unclassified	0	0	0	0	3684	1
aa455e04-e9a1-4195-8110-a1ba1e6fc940	unclassified	0	0	0	0	1478	1
882b4f05-0f52-463e-8df7-e309c2199031	unclassified	0	0	0	0	2422	1
38bb0225-f26b-4e51-a6ab-d25f9ddd75c3	unclassified	0	0	0	0	2461	1
be55cb13-30b7-486f-a567-d0479bfc1196	unclassified	0	0	0	0	1371	1
6e5927b2-edd8-4355-96ec-57d04ff27ac6	unclassified	0	0	0	0	2088	1
7cf2fe31-f4d4-4c35-b245-308ba1dab6b7	unclassified	0	0	0	0	2036	1
52bc1858-bbe0-4ad0-b676-8d23ce0a5bff	unclassified	0	0	0	0	1429	1
adce71ed-cea6-45d0-bfab-546b4a2f2a13	unclassified	0	0	0	0	3407	1
3234fa10-18c8-46c8-b318-43ebdd26c242	unclassified	0	0	0	0	1470	1
c2791522-6022-40c1-8854-ac5cd498b383	HQ739384.1.1455	3504	81	0	24	1242	1
9eff771e-bfed-4d2c-9242-7cc4a2161a89	GQ994780.1.1473	0	144	144	27	1481	5
9eff771e-bfed-4d2c-9242-7cc4a2161a89	order	913	144	144	27	1481	5
9eff771e-bfed-4d2c-9242-7cc4a2161a89	order	25002	144	144	27	1481	5
9eff771e-bfed-4d2c-9242-7cc4a2161a89	family	3710	144	144	27	1481	5
9eff771e-bfed-4d2c-9242-7cc4a2161a89	family	1836	144	144	27	1481	5
51c247f6-8055-49a0-8154-a6cf086ba051	unclassified	0	0	0	0	1480	1
c4db933b-1fc6-41cd-bad4-705d48862ece	unclassified	0	0	0	0	2458	1
3efc5746-1b07-49a4-aed4-a7db8c4c82fb	family	26981	81	81	24	1444	2
3efc5746-1b07-49a4-aed4-a7db8c4c82fb	order	27008	81	81	24	1444	2
adf31095-c7ff-4589-b757-da7f08b3539c	unclassified	0	0	0	0	1788	1
75042ee1-dd59-4f07-8632-78cda58eebce	unclassified	0	0	0	0	1483	1
ecaa5625-95dd-4a25-8ab8-a49b150d61f9	unclassified	0	0	0	0	3739	1
55a561b5-2745-47f8-9a6b-5176f0ec550a	unclassified	0	0	0	0	3464	1
ce239500-e654-48b4-aeb2-e94631093709	unclassified	0	0	0	0	1038	1
51c5d3da-3f9a-4cdf-b275-4d5a8633dd5e	unclassified	0	0	0	0	1044	1
b07b417c-e29e-45ce-9ee1-8858d145c8b2	unclassified	0	0	0	0	2448	1
44383be1-ad39-41c5-8774-2d0303afc295	unclassified	0	0	0	0	1452	1
7da4d7c2-67d4-4cd8-9950-67a0429da5d2	unclassified	0	0	0	0	2300	1
e79e75df-6ee1-416a-98f9-f989c60a47ed	unclassified	0	0	0	0	1399	1
3d32ef71-0f67-464e-bf51-10cc848513b3	unclassified	0	0	0	0	4493	1
28f52181-0eb0-419b-88f0-e3666cd230dc	unclassified	0	0	0	0	1454	1
69d3aef8-b75e-4327-a1cc-882a13799953	unclassified	0	0	0	0	1676	1
cc3e5cc3-33bc-4bca-875b-f85ca53d310d	unclassified	0	0	0	0	1512	1
4a8328a8-f792-4273-95ff-c4c8aeb34549	unclassified	0	0	0	0	1802	1
c6cf4ce5-5bc5-4b0c-a78a-4832e71b841d	unclassified	0	0	0	0	2079	1
e7930c9f-eaaa-49b9-bebf-12c40eae8c67	unclassified	0	0	0	0	2264	1
3b2eec36-c25e-4d70-be6a-d3f756270891	unclassified	0	0	0	0	4523	1
1c77fc88-a202-46b9-a3e6-46f0f2741db1	unclassified	0	0	0	0	1373	1
6975b6f4-ea2e-4750-9303-acbdcd5a30f7	unclassified	0	0	0	0	1780	1
c947ce15-8c76-44a5-8fff-aaa4fe3b2fd2	unclassified	0	0	0	0	1276	1
20415bbf-c475-43ec-b8bd-bbd79e0641aa	unclassified	0	0	0	0	3792	1
0c06a44a-73d3-4a88-a76f-39a097429ea0	unclassified	0	0	0	0	1871	1
a5038cdd-52f0-4677-981b-d6525677a173	unclassified	0	0	0	0	1057	1
6fda3185-849d-42c1-9e5b-0cac8386be43	unclassified	0	0	0	0	2615	1
88e18e9c-6f1b-4c87-9859-ab65331f40e8	unclassified	0	0	0	0	1503	1
f601b101-d421-4579-ad99-f0bbc6b68230	EU454242.1.1420	24634	121	121	26	1489	4
f601b101-d421-4579-ad99-f0bbc6b68230	JQ462503.1.1401	963	121	121	26	1489	4
f601b101-d421-4579-ad99-f0bbc6b68230	EU451724.1.1403	968	121	121	26	1489	4
f601b101-d421-4579-ad99-f0bbc6b68230	KC119152.1.1458	25032	121	121	26	1489	4
a1e15a37-7ccc-4dfb-932c-da1567b9eb67	unclassified	0	0	0	0	1786	1
6ccc1d7f-e691-468d-bcb6-a23b6bd853fe	unclassified	0	0	0	0	1515	1
d9b37e06-946d-4c7d-8ffe-2783c7893713	unclassified	0	0	0	0	2045	1
6c82fd8b-f81f-4518-9211-177d3f049ae9	unclassified	0	0	0	0	1043	1
505cab1b-40ca-423f-90e0-b9d00d859cda	unclassified	0	0	0	0	1225	1
d8d7c138-5ffc-4279-80d6-ce1349662b2b	unclassified	0	0	0	0	1531	1
b39417be-92f0-4f51-8d09-2680b90ac21a	unclassified	0	0	0	0	5004	1
3d8581fd-d41b-4c8a-8142-80237362e820	unclassified	0	0	0	0	1648	1
48bc6bbc-3887-413b-a8d7-13b8439c0b0f	unclassified	0	0	0	0	1381	1
e8612740-f93c-49e2-8167-b434ed36847f	unclassified	0	0	0	0	1233	1
cf0c8eeb-0a0a-4dac-90ca-9e715cd67565	unclassified	0	0	0	0	1545	1
6e1e5ea0-0f45-4478-936f-49d36dffaef4	unclassified	0	0	0	0	1475	1
f0a02b54-63fe-470d-8b63-73778cf2070b	unclassified	0	0	0	0	1071	1
ff127e76-e051-429c-a461-7bbef8fef51a	unclassified	0	0	0	0	3002	1
927db47f-4a68-4a17-87bc-dcbbc3309883	unclassified	0	0	0	0	1113	1
0362f6f4-23d4-4d5f-95fa-0d40cf200e92	unclassified	0	0	0	0	1078	1
ab2c856e-4d5a-4f37-8afe-2878baa4ddef	unclassified	0	0	0	0	1436	1
27d27b1e-b94b-4181-823f-c4c23eb8b75f	unclassified	0	0	0	0	1205	1
7efa33c9-0860-4f62-8d9e-1d2445475710	unclassified	0	0	0	0	1477	1
aac610d7-4be4-4c78-ab0b-a3ca6cfffd20	unclassified	0	0	0	0	1026	1
4fb0a562-31b6-4197-b54c-e6674b2ae03e	unclassified	0	0	0	0	1321	1
9476f204-43c6-4480-a50a-58dc9951c45b	unclassified	0	0	0	0	1154	1
