 41.21	75	75	U	0	unclassified
 58.79	107	0	-	1	root
 58.79	107	0	-	131567	  cellular organisms
 58.79	107	4	D	2	    Bacteria
 32.42	59	3	P	1224	      Proteobacteria
 11.54	21	1	C	1236	        Gammaproteobacteria
  4.40	8	1	O	91347	          Enterobacterales
  1.65	3	0	F	543	            Enterobacteriaceae
  0.55	1	0	G	547	              Enterobacter
  0.55	1	0	S	354276	                Enterobacter cloacae complex
  0.55	1	1	S	550	                  Enterobacter cloacae
  0.55	1	0	G	561	              Escherichia
  0.55	1	1	S	562	                Escherichia coli
  0.55	1	1	G	160674	              Raoultella
  0.55	1	0	F	1903409	            Erwiniaceae
  0.55	1	0	G	53335	              Pantoea
  0.55	1	1	S	1235990	                Candidatus Pantoea carbekii
  0.55	1	0	F	1903410	            Pectobacteriaceae
  0.55	1	0	G	84565	              Sodalis
  0.55	1	1	S	63612	                Sodalis glossinidius
  0.55	1	0	F	1903411	            Yersiniaceae
  0.55	1	0	G	613	              Serratia
  0.55	1	1	S	615	                Serratia marcescens
  0.55	1	0	F	1903412	            Hafniaceae
  0.55	1	0	G	635	              Edwardsiella
  0.55	1	1	S	67780	                Edwardsiella ictaluri
  2.20	4	0	O	135613	          Chromatiales
  1.10	2	0	F	1046	            Chromatiaceae
  0.55	1	0	G	53392	              Thiodictyon
  0.55	1	1	S	1166950	                Candidatus Thiodictyon syntrophicum
  0.55	1	0	-	82569	              unclassified Chromatiaceae
  0.55	1	1	S	1978339	                Chromatiaceae bacterium 2141T.STBD.0c.01a
  1.10	2	0	F	1676141	            Wenzhouxiangellaceae
  1.10	2	0	G	1676142	              Wenzhouxiangella
  1.10	2	2	S	1579979	                Wenzhouxiangella marina
  1.10	2	0	O	72274	          Pseudomonadales
  0.55	1	1	F	468	            Moraxellaceae
  0.55	1	0	F	135621	            Pseudomonadaceae
  0.55	1	0	G	286	              Pseudomonas
  0.55	1	0	S	136843	                Pseudomonas fluorescens group
  0.55	1	1	S	200450	                  Pseudomonas trivialis
  1.10	2	0	O	135614	          Xanthomonadales
  1.10	2	0	F	32033	            Xanthomonadaceae
  0.55	1	0	G	338	              Xanthomonas
  0.55	1	1	S	48664	                Xanthomonas fragariae
  0.55	1	0	G	40323	              Stenotrophomonas
  0.55	1	0	-	995085	                Stenotrophomonas maltophilia group
  0.55	1	1	S	40324	                  Stenotrophomonas maltophilia
  0.55	1	0	-	118884	          unclassified Gammaproteobacteria
  0.55	1	0	-	32036	            sulfur-oxidizing symbionts
  0.55	1	0	G	1541743	              Candidatus Ruthia
  0.55	1	1	S	386487	                Candidatus Ruthia magnifica
  0.55	1	0	O	135619	          Oceanospirillales
  0.55	1	0	F	28256	            Halomonadaceae
  0.55	1	0	G	2745	              Halomonas
  0.55	1	1	S	475662	                Halomonas beimenensis
  0.55	1	0	O	135623	          Vibrionales
  0.55	1	0	F	641	            Vibrionaceae
  0.55	1	0	G	662	              Vibrio
  0.55	1	1	S	666	                Vibrio cholerae
  0.55	1	0	O	1706369	          Cellvibrionales
  0.55	1	0	F	1706373	            Microbulbiferaceae
  0.55	1	0	G	48073	              Microbulbifer
  0.55	1	1	S	260552	                Microbulbifer agarilyticus
 11.54	21	1	C	28216	        Betaproteobacteria
  8.79	16	0	O	80840	          Burkholderiales
  5.49	10	1	F	80864	            Comamonadaceae
  1.65	3	0	G	665874	              Limnohabitans
  1.10	2	2	S	1678128	                Limnohabitans sp. 63ED37-2
  0.55	1	1	S	1678129	                Limnohabitans sp. 103DPR2
  1.10	2	0	G	174951	              Ramlibacter
  1.10	2	2	S	94132	                Ramlibacter tataouinensis
  0.55	1	0	G	283	              Comamonas
  0.55	1	1	S	225992	                Comamonas kerstersii
  0.55	1	0	G	34072	              Variovorax
  0.55	1	1	S	436515	                Variovorax boronicumulans
  0.55	1	0	G	47420	              Hydrogenophaga
  0.55	1	1	S	1842537	                Hydrogenophaga sp. RAC07
  0.55	1	0	G	219181	              Ottowia
  0.55	1	1	S	1658672	                Ottowia sp. oral taxon 894
  2.75	5	2	F	119060	            Burkholderiaceae
  1.10	2	1	G	32008	              Burkholderia
  0.55	1	1	S	337	                Burkholderia glumae
  0.55	1	0	G	48736	              Ralstonia
  0.55	1	1	S	305	                Ralstonia solanacearum
  0.55	1	0	-	119065	            unclassified Burkholderiales
  0.55	1	0	-	224471	              Burkholderiales Genera incertae sedis
  0.55	1	0	G	212743	                Rhizobacter
  0.55	1	1	S	946333	                  Rhizobacter gummiphilus
  1.10	2	0	O	32003	          Nitrosomonadales
  0.55	1	0	F	206379	            Nitrosomonadaceae
  0.55	1	0	G	914	              Nitrosomonas
  0.55	1	1	S	153948	                Nitrosomonas sp. AL212
  0.55	1	0	F	2008793	            Sterolibacteriaceae
  0.55	1	0	G	378210	              Methyloversatilis
  0.55	1	1	S	1842540	                Methyloversatilis sp. RAC08
  0.55	1	0	-	119066	          unclassified Betaproteobacteria
  0.55	1	0	G	327159	            Candidatus Accumulibacter
  0.55	1	1	S	327160	              Candidatus Accumulibacter phosphatis
  0.55	1	0	O	206351	          Neisseriales
  0.55	1	0	F	481	            Neisseriaceae
  0.55	1	0	G	59	              Vitreoscilla
  0.55	1	1	S	96942	                Vitreoscilla sp. C1
  6.04	11	0	C	28211	        Alphaproteobacteria
  2.75	5	0	O	204455	          Rhodobacterales
  2.75	5	0	F	31989	            Rhodobacteraceae
  1.10	2	0	G	1060	              Rhodobacter
  1.10	2	2	S	1063	                Rhodobacter sphaeroides
  0.55	1	0	G	265	              Paracoccus
  0.55	1	1	S	147645	                Paracoccus yeei
  0.55	1	0	G	58842	              Sagittula
  0.55	1	1	S	2009329	                Sagittula sp. P11
  0.55	1	0	G	159345	              Roseibacterium
  0.55	1	1	S	159346	                Roseibacterium elongatum
  1.65	3	0	O	356	          Rhizobiales
  0.55	1	0	F	31993	            Methylocystaceae
  0.55	1	0	G	425	              Methylosinus
