readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
cf69a6bb-ba0d-40a9-aecc-2dc7c841d473	unclassified	0	0	0	0	1176	1
c034ab63-badf-4236-8849-f3a87dd2ca2e	unclassified	0	0	0	0	1230	1
f23185d2-5fce-49df-8aa8-484032d21ae6	NZ_CP021838.1	33934	64	0	23	2133	1
7f85ce23-8a15-46f0-8fd8-6cf1bf7d8ec9	NZ_CP014773.1	1300914	64	0	23	1676	1
487f4665-9b42-4700-827c-37e514d3f213	NZ_CP011774.1	1678128	7043	0	238	1480	1
3a03edc4-c71b-4e6d-be73-825fbc497c1d	NZ_CP009274.2	244366	1444	1225	53	1587	1
8d255222-6c4a-45bb-83aa-61c9f1c1aec3	NZ_CP025117.1	2058135	529	0	38	2666	1
156ae96b-048f-43d1-a8fc-7bc20c599334	NZ_CP032489.1	2341117	1225	0	50	1083	1
45d0c4e2-040e-46a3-a617-018569403060	NZ_CP030352.1	1609758	64	0	23	1522	1
5a1a8835-0eee-445d-96ca-fdb3ab9cd134	NZ_LR134302.1	217203	100	100	25	2574	2
5a1a8835-0eee-445d-96ca-fdb3ab9cd134	species	1063	100	100	25	2574	2
087b2a46-7607-48e7-b83f-0312518394d8	genus	551	256	256	31	1271	3
087b2a46-7607-48e7-b83f-0312518394d8	genus	53335	256	256	31	1271	3
087b2a46-7607-48e7-b83f-0312518394d8	family	543	256	256	31	1271	3
523e70b8-bc58-486d-92fe-838ddb6d5958	order	1161	680	680	66	1211	2
523e70b8-bc58-486d-92fe-838ddb6d5958	family	1890436	680	680	66	1211	2
7c492b1f-ed89-4631-9332-db050c2113ec	unclassified	0	0	0	0	2157	1
8cf85b8d-6d16-4b4b-acfc-c193a8299c71	NC_008786.1	391735	625	64	40	1951	1
d41fed96-a04c-4af5-b6fa-cd667c2d470c	unclassified	0	0	0	0	1910	1
38e8d3e9-1c8f-4bf1-beed-398da14b3465	NZ_CP034328.1	2494374	3720	0	168	1471	1
89117876-7a7d-4e72-b624-be08b3cd6d26	NZ_CP019285.1	358396	100	100	25	2727	2
89117876-7a7d-4e72-b624-be08b3cd6d26	NZ_CP032412.1	1401	100	100	25	2727	2
815e867a-f5a5-46cb-80fb-344546c52bd5	NZ_CP034463.1	2495589	64	64	23	1722	5
815e867a-f5a5-46cb-80fb-344546c52bd5	NZ_CP028369.1	2135430	64	64	23	1722	5
815e867a-f5a5-46cb-80fb-344546c52bd5	NZ_CP008727.1	342113	64	64	23	1722	5
815e867a-f5a5-46cb-80fb-344546c52bd5	NZ_CP013387.1	1385591	64	64	23	1722	5
815e867a-f5a5-46cb-80fb-344546c52bd5	NZ_CP013388.1	1385592	64	64	23	1722	5
1215710a-f9e3-44d9-9c26-889eb21e4379	NC_013722.1	380358	81	64	24	1691	1
1d03d722-cd24-4892-85ea-28a1da75ed5c	NZ_CP035280.1	2507159	169	0	28	1625	1
3c7d9e30-15dd-4c3c-906b-0c40c775af0d	NZ_AP014637.1	1028989	64	64	23	2637	2
3c7d9e30-15dd-4c3c-906b-0c40c775af0d	NZ_CP022528.1	192812	64	64	23	2637	2
6ebd355b-4325-4ad8-a581-354f052f27e3	unclassified	0	0	0	0	1564	1
f0a3fbf4-3a85-467d-8700-b60e33263999	unclassified	0	0	0	0	1716	1
aab0e480-0d32-492d-8a37-0e3c4050663a	NC_015161.1	693977	64	0	23	1076	1
f0510bb6-69c9-4ce2-8e12-0a220d7e66ca	NZ_CP009282.1	1536771	81	0	24	3924	1
cc0a5f10-79d3-4735-9bea-e758db5d3687	NZ_LN794158.1	1581680	3419	0	165	2800	1
b1c4cdd6-2dfe-4ea9-80ec-a0146a41ebe2	unclassified	0	0	0	0	2006	1
253f90b9-ec68-42e5-930a-d52ea9baa5f5	NC_008027.1	384676	64	0	23	5694	1
d6f31905-0456-475f-9c2d-dd3d176f1d94	NZ_CP018082.1	2213200	81	81	24	3185	3
d6f31905-0456-475f-9c2d-dd3d176f1d94	NZ_CP010802.1	1603606	81	81	24	3185	3
d6f31905-0456-475f-9c2d-dd3d176f1d94	NZ_CP025018.1	1495638	81	81	24	3185	3
e0afefe0-9028-49d5-8b45-e87628e1783f	NZ_LN854573.1	1283291	196	196	29	1179	2
e0afefe0-9028-49d5-8b45-e87628e1783f	NZ_CP010954.1	484429	196	196	29	1179	2
35f96357-9652-40a9-99dd-3d7e6346201c	family	543	289	0	32	1591	1
80f4f5e3-cb77-48aa-baee-346d3044fb90	NC_015581.1	717773	144	64	27	1007	1
7279de0f-4346-4a39-8788-cffba97c61f6	NC_007516.1	110662	121	100	26	2077	1
91a7607a-8fb7-4e41-b773-11ac1cb0c1b6	NC_015975.1	1069534	1225	1225	50	1584	4
91a7607a-8fb7-4e41-b773-11ac1cb0c1b6	NZ_CP007646.1	1624	1225	1225	50	1584	4
91a7607a-8fb7-4e41-b773-11ac1cb0c1b6	NZ_LT630287.1	89059	1225	1225	50	1584	4
91a7607a-8fb7-4e41-b773-11ac1cb0c1b6	species	240427	1225	1225	50	1584	4
350c49f8-875a-486a-9c70-7e6a4396b918	NZ_CP011774.1	1678128	538	0	85	1705	1
3f3c0f3c-0ba3-49e1-bbc6-8844d556413c	NC_014541.1	550540	676	0	41	2099	1
101130bc-80ed-44e9-ad5d-0648246464ff	NZ_CP026609.1	28144	9992	0	158	1525	1
32bac504-a66b-4d86-b001-2a0d9b8e34d3	unclassified	0	0	0	0	4885	1
a587952f-cda2-4ef4-b1c8-655ec305ddb3	NZ_LT855376.1	90371	529	169	38	1545	1
de61710d-0dc1-40ed-892f-00d831b78146	NZ_CP010636.1	60890	169	144	28	2735	1
11aaf6a3-6070-4fdf-afce-2d44d0b5dff6	NZ_CP031423.1	1072463	64	0	23	2744	1
17dc3143-6785-48a2-8217-9965c77c5fd5	NZ_CP031546.1	562	576	576	39	1532	3
17dc3143-6785-48a2-8217-9965c77c5fd5	NZ_CP010134.1	562	576	576	39	1532	3
17dc3143-6785-48a2-8217-9965c77c5fd5	NZ_CP020107.1	562	576	576	39	1532	3
7013c37d-599b-4076-a1eb-90b4f2676d1f	species	2055	64	64	23	2562	5
7013c37d-599b-4076-a1eb-90b4f2676d1f	NZ_CP015878.1	53408	64	64	23	2562	5
7013c37d-599b-4076-a1eb-90b4f2676d1f	species	134676	64	64	23	2562	5
7013c37d-599b-4076-a1eb-90b4f2676d1f	NZ_CP008953.1	208439	64	64	23	2562	5
7013c37d-599b-4076-a1eb-90b4f2676d1f	NZ_CP023298.1	2033844	64	64	23	2562	5
deaee4da-567a-4bce-9db6-113995004db0	NZ_CP034738.1	562	6037	0	137	1445	1
66f8cdcd-72a1-46b0-a8f4-cc353c8a88bf	NZ_CP029693.1	303	225	0	30	1989	1
4335173b-92c2-44b8-98f9-8144461738f4	genus	570	2809	2809	68	1498	5
4335173b-92c2-44b8-98f9-8144461738f4	species	2282309	2809	2809	68	1498	5
4335173b-92c2-44b8-98f9-8144461738f4	genus	547	2809	2809	68	1498	5
4335173b-92c2-44b8-98f9-8144461738f4	species	562	2809	2809	68	1498	5
4335173b-92c2-44b8-98f9-8144461738f4	species	61646	2809	2809	68	1498	5
13f978c9-d402-470e-bff6-e97ab9159a96	NC_005362.1	257314	64	64	23	1738	3
13f978c9-d402-470e-bff6-e97ab9159a96	NZ_CP021704.1	33959	64	64	23	1738	3
13f978c9-d402-470e-bff6-e97ab9159a96	NC_013504.1	633699	64	64	23	1738	3
e7873215-76f1-4076-ba86-d998c55a857d	NZ_CP033090.1	149539	8954	0	162	1126	1
24e97cc1-27ff-46c8-bcbe-a58b4b5a12f8	unclassified	0	0	0	0	4298	1
0314d3a3-a1b4-482a-a2c3-7c7ea4f0cd11	NC_013850.1	640131	1600	0	55	1550	1
2a11ed09-59bc-4f71-9c7e-e2c05b2a7f3d	NZ_CP032489.1	2341117	729	729	42	1501	2
2a11ed09-59bc-4f71-9c7e-e2c05b2a7f3d	NC_013132.1	485918	729	729	42	1501	2
591ff8a4-dab7-4964-9c83-fcaf1c4cd2ef	NZ_LN794158.1	1581680	2695	0	199	1389	1
7ecb893a-b81c-41af-8fa8-e65666116d31	NZ_CP011313.1	72407	64	64	23	3214	5
7ecb893a-b81c-41af-8fa8-e65666116d31	NZ_CP015118.1	946333	64	64	23	3214	5
7ecb893a-b81c-41af-8fa8-e65666116d31	NZ_CP024645.1	946333	64	64	23	3214	5
7ecb893a-b81c-41af-8fa8-e65666116d31	NZ_CP012073.1	1658672	64	64	23	3214	5
7ecb893a-b81c-41af-8fa8-e65666116d31	NZ_CP029556.1	2172536	64	64	23	3214	5
826413bc-b72c-4f10-ace8-70f834632eed	NZ_CP015589.1	1396	144	0	27	1535	1
e7f7331a-35ac-45d4-af7f-5aedd3d611df	unclassified	0	0	0	0	2292	1
cc9ddea7-1d95-4d4d-a307-9ec6d7cbe47d	NC_013170.1	469378	1089	1089	48	1399	2
cc9ddea7-1d95-4d4d-a307-9ec6d7cbe47d	species	1744	1089	1089	48	1399	2
35d362a3-28bc-40c6-a038-bf66c6c25373	NZ_CP023818.1	2033032	4174	0	305	3125	1
f90ce9dd-faa7-419e-abb9-3e1f79b3178e	NZ_CP034968.1	90371	2056	0	94	1047	1
29c66aa9-bdcb-4752-8cf0-68cc179ad6c5	NZ_CP034136.1	1463164	3249	3249	72	1307	5
29c66aa9-bdcb-4752-8cf0-68cc179ad6c5	NZ_CP036327.1	573	3249	3249	72	1307	5
29c66aa9-bdcb-4752-8cf0-68cc179ad6c5	NZ_CP031792.1	573	3249	3249	72	1307	5
29c66aa9-bdcb-4752-8cf0-68cc179ad6c5	NZ_CP036320.1	573	3249	3249	72	1307	5
29c66aa9-bdcb-4752-8cf0-68cc179ad6c5	NZ_CP035179.1	573	3249	3249	72	1307	5
a6733f6a-414e-43fb-9ed6-44fdc4c086fa	NZ_CP023531.1	562	4059	4059	148	1606	2
a6733f6a-414e-43fb-9ed6-44fdc4c086fa	NZ_CP030111.1	562	4059	4059	148	1606	2
b311bb65-47d2-4fad-900b-f608c0f3cf4a	genus	32008	361	0	34	3419	1
4f2f0314-57f1-451b-aa7a-e865b9a3f09c	NZ_CP031633.1	1314	484	100	37	1237	1
04fb6b2a-985d-4896-b6e6-68ac6b2a8480	NZ_CP007390.1	562	400	0	35	1451	1
f7324612-944d-4fa8-9065-9e50150a3aec	NZ_CP014475.1	1771	169	169	28	2295	2
f7324612-944d-4fa8-9065-9e50150a3aec	NZ_LR134345.1	1774	169	169	28	2295	2
0bac183f-0446-46a7-9858-c642158a15cc	unclassified	0	0	0	0	1243	1
8670bfc3-55a2-44a2-a30f-7126abe2a208	unclassified	0	0	0	0	1257	1
b5ccf157-edab-4f44-b6ff-f8a4e709beca	NZ_CP019325.1	217204	64	64	23	2936	2
b5ccf157-edab-4f44-b6ff-f8a4e709beca	NZ_CP026973.1	217204	64	64	23	2936	2
a241bbd5-d909-4005-a9b3-5bce11fbcaf2	unclassified	0	0	0	0	1470	1
f0ff6cff-9c08-4372-9e1a-a15af3e57ea0	NZ_CP020538.1	76947	441	0	36	4321	1
45bbfea8-2389-4687-91f8-d33ae5cd597b	species	1744	2500	2500	65	1438	2
45bbfea8-2389-4687-91f8-d33ae5cd597b	NC_013170.1	469378	2500	2500	65	1438	2
