readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
263af89e-aeaa-46f7-a116-98a5c78f7651	unclassified	0	0	0	0	1044	1
a51416e5-22e3-4389-a5db-16b4d7344456	unclassified	0	0	0	0	1132	1
41055636-0338-464e-b41d-5d10648b5b4e	NZ_AP018005.1	676208	64	0	23	2029	1
eec9a401-058c-485f-af21-e523ef814c68	NZ_CP029346.1	2183547	8157	0	388	1472	1
98b62222-028f-4d9c-b1b9-58bafd0af511	unclassified	0	0	0	0	1475	1
e9d21d93-dae5-454d-85c2-963e504adcd6	unclassified	0	0	0	0	3513	1
a6f8a207-1eb2-47c4-87ec-e90cceebf37d	NZ_CP006367.1	1349819	64	64	23	1675	2
a6f8a207-1eb2-47c4-87ec-e90cceebf37d	NZ_CP023549.1	2033869	64	64	23	1675	2
7359dc33-201f-4f11-90bb-2a84c92d8276	NZ_CP012418.1	1144748	144	144	27	1487	2
7359dc33-201f-4f11-90bb-2a84c92d8276	NZ_CP010975.1	914150	144	144	27	1487	2
b99362ff-4c73-4a9b-ba45-21e77a3bec19	NZ_CP020731.1	33967	81	81	24	1056	2
b99362ff-4c73-4a9b-ba45-21e77a3bec19	NZ_CP021491.1	1245	81	81	24	1056	2
11d8f7be-486f-425c-b3e9-bc5aebe9fe7e	unclassified	0	0	0	0	1063	1
b7ef9844-5c41-4388-935b-ac2eb3f889e9	NC_019702.1	1173263	1296	0	51	1460	1
6d8d019d-453d-45a5-a024-6bb0f2ec2f6e	genus	662	64	64	23	1496	3
6d8d019d-453d-45a5-a024-6bb0f2ec2f6e	genus	227873	64	64	23	1496	3
6d8d019d-453d-45a5-a024-6bb0f2ec2f6e	family	82115	64	64	23	1496	3
6b64546e-0dd5-40e1-bd1a-387cceabfebe	NC_014759.1	643867	1508	0	76	1312	1
8ece453f-98c5-425c-81c9-f6bcdcf5dd7b	unclassified	0	0	0	0	1731	1
c29b45ae-943d-4099-9bed-aa93fda82e14	NZ_CP014540.1	470	196	196	29	2503	4
c29b45ae-943d-4099-9bed-aa93fda82e14	NC_018706.1	1100841	196	196	29	2503	4
c29b45ae-943d-4099-9bed-aa93fda82e14	NZ_LN865143.1	470	196	196	29	2503	4
c29b45ae-943d-4099-9bed-aa93fda82e14	NZ_LN997846.1	470	196	196	29	2503	4
cf9d5006-3f55-403f-a856-89a011ecbefc	unclassified	0	0	0	0	1044	1
ea2d71f7-1a45-41fd-8701-6ab67d8bb547	unclassified	0	0	0	0	1058	1
189e2799-ad49-48d7-8ef8-45b1087de6c5	NZ_AP018254.1	2005462	381	0	78	1439	1
27f087cb-6721-4f76-85b5-dce02c0fd676	species	1639	64	0	23	3952	1
5a89e67f-ef7c-44b8-8757-e05fa3a67911	NZ_CP034968.1	90371	3825	0	111	1998	1
5b093b5b-939c-4a6e-8a77-b73e7f56dac0	unclassified	0	0	0	0	1437	1
d11bab7e-df02-4e58-8b7a-2699c8e51e18	NZ_LR134345.1	1774	900	900	45	1606	2
d11bab7e-df02-4e58-8b7a-2699c8e51e18	NZ_CP014475.1	1771	900	900	45	1606	2
c1b7c953-fb54-4938-8563-d5a989c026e4	unclassified	0	0	0	0	2181	1
d9651036-2bb7-498b-96fb-1881784287a7	unclassified	0	0	0	0	2197	1
b3ce262e-25f8-413b-bdfd-a671b3321b9a	NZ_CP011774.1	1678128	196	100	29	4023	1
50d75b37-a1a4-4481-a24c-c61d07afc7f0	unclassified	0	0	0	0	1441	1
e5e42dee-d6d6-47d9-b8d5-3f4643f81a27	unclassified	0	0	0	0	2032	1
6e6efe5f-07ea-42ad-b2b9-600964e9845b	NZ_CP027231.1	28119	64	0	23	1400	1
aa9c6007-4dbe-465d-a50a-cfec0adec8d2	NZ_CP011834.1	1678129	400	0	35	5045	1
b7294132-c7af-4922-81a9-633227947a1b	unclassified	0	0	0	0	2409	1
893b69b6-2cfd-4da6-bbb1-5eef7cb0084b	unclassified	0	0	0	0	1114	1
15c203df-5886-4a01-b8ff-b33db1a66a6a	unclassified	0	0	0	0	2213	1
c5e18917-5eed-4e88-8cd5-e34e20f04602	NZ_CP014275.1	686597	81	64	24	2319	1
1e49cdd9-8dcc-4cd9-862e-445b1b28eb09	unclassified	0	0	0	0	3759	1
d3a12bdb-6494-4fd4-ab9f-e740f2a843f8	NZ_CP029186.1	2175091	81	0	24	2538	1
5b4446fd-42a5-4b11-b683-11826fc4a662	NZ_LT906449.1	45243	121	64	26	3796	1
f570695f-2fef-468f-91df-c18378282427	unclassified	0	0	0	0	1195	1
fecd22d1-5c24-449d-9960-544b2ae52a3c	unclassified	0	0	0	0	1738	1
6e9dc68a-1d73-4206-aec5-702a17306334	unclassified	0	0	0	0	1072	1
dfd07947-92b1-4fc0-ab2f-3e9872b6c864	NZ_CP020468.1	1960083	64	64	23	1632	2
dfd07947-92b1-4fc0-ab2f-3e9872b6c864	NZ_CP024890.1	1830	64	64	23	1632	2
713a269b-cfd2-4247-a1ad-d5e15e620949	unclassified	0	0	0	0	1116	1
ab56eaad-c300-4213-bd77-98d099bbfba4	NC_007973.1	266264	64	64	23	2137	2
ab56eaad-c300-4213-bd77-98d099bbfba4	NZ_CP026544.1	119219	64	64	23	2137	2
0982e19a-2737-47cf-b817-baa5430d0d8e	NZ_CP025071.1	519	2025	0	60	1538	1
07a0c5d3-e9d1-4e83-be50-0fb24938b117	NZ_CP011834.1	1678129	361	0	34	1246	1
b097f69c-d4c4-4e22-9ad5-7793e2732351	NZ_CP018863.1	37928	121	81	26	3702	1
020cfd73-0f8c-43f1-85ac-edc63fe2fe4b	NZ_CP012040.1	320787	100	0	25	2976	1
e758eb65-7925-43c4-af50-5770a6eaeacd	NZ_AP018711.1	335406	100	0	25	1344	1
f5bca318-ed20-4aeb-865c-ef4d055a8603	NZ_LT906483.1	1797	81	0	24	3451	1
2df232fa-9ccc-4092-bfdc-4c220638efdf	species	1583098	100	100	25	1735	4
2df232fa-9ccc-4092-bfdc-4c220638efdf	NZ_CP028101.1	76856	100	100	25	1735	4
2df232fa-9ccc-4092-bfdc-4c220638efdf	NC_003454.1	190304	100	100	25	1735	4
2df232fa-9ccc-4092-bfdc-4c220638efdf	NZ_LN831027.1	76857	100	100	25	1735	4
6e26103e-63a7-4834-b679-a50176df8a1e	NZ_CP029346.1	2183547	30432	0	512	1475	1
537ad59b-5e89-4928-b90b-ccb16f697a73	NZ_CP011522.1	1649184	81	81	24	2297	4
537ad59b-5e89-4928-b90b-ccb16f697a73	NZ_CP012398.1	1702325	81	81	24	2297	4
537ad59b-5e89-4928-b90b-ccb16f697a73	NZ_CP015362.1	1837283	81	81	24	2297	4
537ad59b-5e89-4928-b90b-ccb16f697a73	NZ_CP029378.1	68179	81	81	24	2297	4
167344a7-ef85-4b10-bb05-82b093911c79	NZ_CP025298.1	40324	64	64	23	2970	5
167344a7-ef85-4b10-bb05-82b093911c79	NC_015588.1	743718	64	64	23	2970	5
167344a7-ef85-4b10-bb05-82b093911c79	NZ_CP019326.1	1883416	64	64	23	2970	5
167344a7-ef85-4b10-bb05-82b093911c79	NZ_CP016809.1	1870820	64	64	23	2970	5
167344a7-ef85-4b10-bb05-82b093911c79	NZ_CP022545.1	1851167	64	64	23	2970	5
e3f7998b-e666-4d70-9066-39a8669f6abd	NZ_CP011427.1	470934	81	81	24	1660	3
e3f7998b-e666-4d70-9066-39a8669f6abd	NZ_CP019936.1	1978339	81	81	24	1660	3
e3f7998b-e666-4d70-9066-39a8669f6abd	NZ_CP022278.1	1853278	81	81	24	1660	3
3c7e6535-087e-4a62-b2ef-60bda71af483	unclassified	0	0	0	0	5546	1
72a33f1e-0b63-4efc-9b0c-b38be22ef64e	unclassified	0	0	0	0	1189	1
b80640fc-145f-44f7-844e-11c83af17308	NC_010170.1	94624	81	64	24	1359	1
be304e76-8879-4eb9-aff0-ad4e255c7c6a	NZ_CP017476.1	1763535	1444	0	53	1444	1
4caa42da-6458-4813-ac44-cbf5e2f6d767	NZ_CP031455.1	284034	64	0	23	3430	1
8a145abb-f341-4a8d-9201-6a749bb459b2	unclassified	0	0	0	0	3203	1
481dcf5f-77ee-4262-86dc-0464b13ca452	unclassified	0	0	0	0	4921	1
2955fbb4-d3f1-4684-afee-ee7fdadb4385	NZ_CP012661.1	1335048	121	0	26	1442	1
ce09a6ac-616c-4cfe-873b-724ccce03b02	unclassified	0	0	0	0	1415	1
076f0e17-214e-4156-89b0-3796b21d8ec0	NC_021729.1	1096997	100	100	25	1551	3
076f0e17-214e-4156-89b0-3796b21d8ec0	NC_015510.1	760192	100	100	25	1551	3
076f0e17-214e-4156-89b0-3796b21d8ec0	NC_016940.1	984262	100	100	25	1551	3
bd440d03-1327-440a-baac-77c3d4bd0565	NZ_CP033730.1	32002	81	81	24	2401	2
bd440d03-1327-440a-baac-77c3d4bd0565	NZ_CP020917.1	32002	81	81	24	2401	2
242495f3-0c43-4ca8-9b1e-c56c2671d82a	unclassified	0	0	0	0	1778	1
db6769c6-7894-4eb2-ace3-5cbf3364a806	unclassified	0	0	0	0	1425	1
fc3d09b3-e5ab-4539-b14a-c453b0769691	NC_017030.1	1144275	81	64	24	3903	1
